,Close,Open,High,Low,Adj Close,Volume
2020-03-26,102.46561269488066,101.95328463140626,102.51606135068108,101.95328463140626,102.46561269488066,5964831
2020-03-27,48.33316441545829,101.27868287394381,101.79576889683824,48.22530570375912,48.33316441545829,3897048
2020-03-30,23.76196321100162,48.29458241234111,48.51353990747885,23.62004768513868,23.76196321100162,7780348
2020-03-31,10.864325196086707,23.624497536212413,23.84725272692225,10.843818396035255,10.864325196086707,4435104
2020-04-01,5.34239092644015,10.764059854858035,10.7910299829189,5.29847937698385,5.34239092644015,9869446
2020-04-02,2.318312700708293,5.336506096053518,5.380501186116459,2.310941394562496,2.318312700708293,4591237
2020-04-03,1.1887127530609938,2.330757813976008,2.346569560518054,1.1811433773766373,1.1887127530609938,5955135
2020-04-06,0.6181120844343145,1.1931244526912634,1.1940914413880954,0.6125966903192971,0.6181120844343145,9810855
2020-04-07,0.2995916710102418,0.6166701827262451,0.620706280105027,0.29752138282319673,0.2995916710102418,5361063
2020-04-08,0.15522265305825791,0.29817191591108516,0.2984282466148886,0.154758444246381,0.15522265305825791,7580110
2020-04-09,0.0764561501253857,0.15433188325345548,0.15488508051741245,0.07632605471934441,0.0764561501253857,5410489
2020-04-10,0.03847395543121036,0.07665448392473401,0.07729127656152195,0.03835184790777658,0.03847395543121036,5632759
2020-04-13,0.01883772528950208,0.03843204382451571,0.03861278482333303,0.018807345891806722,0.01883772528950208,7575116
2020-04-14,0.00949904168954774,0.01864338087855855,0.018760357469120435,0.009440247947654561,0.00949904168954774,8305105
2020-04-15,0.004625894225966593,0.009518729245006147,0.009610239624028714,0.0046035064465085014,0.004625894225966593,1756693
2020-04-16,0.002212351680370084,0.0046737668448381085,0.004718443259331725,0.0021983818843877103,0.002212351680370084,3600557
2020-04-17,0.001043756775801282,0.0022252928323572138,0.0022431698335145032,0.0010346048515006152,0.001043756775801282,9217938
2020-04-20,0.000490548032059597,0.001048587476441298,0.001058194854836966,0.0004900208264928726,0.000490548032059597,8129639
2020-04-21,0.000241688325259595,0.0004889495443766322,0.0004903193578478187,0.0002409031075327293,0.000241688325259595,1072492
2020-04-22,0.00011377341097426181,0.00024326429025419715,0.000244353712609443,0.00011333027794159269,0.00011377341097426181,4423091
2020-04-23,5.6010212503218e-05,0.00011447374760063464,0.00011553810572917082,5.5573307308923776e-05,5.6010212503218e-05,2185646
2020-04-24,2.5730285275054924e-05,5.587240387476378e-05,5.619404180595826e-05,2.5547168009164013e-05,2.5730285275054924e-05,6776630
2020-04-27,1.2650154777174283e-05,2.5834112364438138e-05,2.5951400637213007e-05,1.2539849699162657e-05,1.2650154777174283e-05,2838792
2020-04-28,6.125152516752162e-06,1.265613065925253e-05,1.2757655540316064e-05,6.072663914072165e-06,6.125152516752162e-06,2336793
2020-04-29,2.9551315849423416e-06,6.108809943366202e-06,6.140332189924664e-06,2.943296798332692e-06,2.9551315849423416e-06,6999734
2020-04-30,1.404969301935594e-06,2.9457857106076473e-06,2.9606453422263857e-06,1.391858610865663e-06,1.404969301935594e-06,1175386
2020-05-01,7.026827511672807e-07,1.4096581043303019e-06,1.4227224812639044e-06,6.973591750138857e-07,7.026827511672807e-07,2129616
2020-05-04,3.154907868601941e-07,7.054337015029326e-07,7.082793910459732e-07,3.1522206945921513e-07,3.154907868601941e-07,5966244
2020-05-05,1.4380636679916435e-07,3.160403179958218e-07,3.184430009864443e-07,1.4304453514891205e-07,1.4380636679916435e-07,7548618
2020-05-06,6.404980948691634e-08,1.4321268776937604e-07,1.443645999005989e-07,6.3613123213265e-08,6.404980948691634e-08,7155790
