,Close,Open,High,Low,Adj Close,Volume
2020-03-26,98.75584308112722,98.26206386572159,99.07766000153228,98.26206386572159,98.75584308112722,3173890
2020-03-27,63.23735088621966,98.72627735156149,99.41899091526727,62.9121003283269,63.23735088621966,3498547
2020-03-30,38.912734635105814,63.402849295648046,63.77089648173121,38.847509008790354,38.912734635105814,1335628
2020-03-31,25.39728065706926,38.82277394313268,39.10097716490028,25.18450268397334,25.39728065706926,7174271
2020-04-01,16.577515708539213,25.754164178050512,26.003810982062227,16.434505551948583,16.577515708539213,7955686
2020-04-02,10.630532712964353,16.654325940840742,16.776716884705905,10.574157286751564,10.630532712964353,6011187
2020-04-03,6.904194253612937,10.636250647628167,10.657077796874155,6.891378484116475,6.904194253612937,8466373
2020-04-06,4.453002073039495,6.908109563786676,6.952398670530419,4.439934036470129,4.453002073039495,4711137
2020-04-07,2.733979643340307,4.45998962050384,4.480544829458487,2.728570738000659,2.733979643340307,8884449
2020-04-08,1.7431943775074745,2.7286725963945813,2.733028954169245,1.7297947123766817,1.7431943775074745,7204758
2020-04-09,1.115625184771929,1.7522476867360515,1.768979056307169,1.1152417369691263,1.115625184771929,6643006
2020-04-10,0.7143126976212095,1.114485777989046,1.12353480507902,0.7072630949427297,0.7143126976212095,7864078
2020-04-13,0.45229382523875844,0.715011809847293,0.7151260512351061,0.4479644822607129,0.45229382523875844,7710018
2020-04-14,0.2797262643254281,0.45426995587999874,0.45755785301380647,0.27868646713925666,0.2797262643254281,8554351
2020-04-15,0.1703942685058433,0.28107022775842355,0.28169193121472824,0.16931905910228437,0.1703942685058433,9519062
2020-04-16,0.1103535848286384,0.17020093243805545,0.17049136345683327,0.10947986666560604,0.1103535848286384,6800329
2020-04-17,0.06629166418402944,0.10939760249652028,0.10967609186272469,0.0656998238222912,0.06629166418402944,6964035
2020-04-20,0.041985259870452415,0.06585933516968605,0.0662728978026532,0.04168486626754126,0.041985259870452415,9731444
2020-04-21,0.026819429122224177,0.04242801039136755,0.04256665274245916,0.026612481933213663,0.026819429122224177,7538726
2020-04-22,0.01679770052373256,0.026975799920981834,0.02706911088664299,0.01675969111459763,0.01679770052373256,7350428
2020-04-23,0.01067800950870538,0.016655248140281926,0.016684169983223293,0.01057352562038071,0.01067800950870538,3392588
2020-04-24,0.00658310832614482,0.010737597007904859,0.010805944058518265,0.006578057093833671,0.00658310832614482,1242658
2020-04-27,0.004257072646318704,0.006614045448505631,0.006635306248221294,0.004241999175752958,0.004257072646318704,1864177
2020-04-28,0.00275178199419752,0.004285665261288474,0.004295876431208086,0.002725726054775732,0.00275178199419752,2197697
2020-04-29,0.0017637326483617868,0.0027605704514557794,0.0027860577451258397,0.0017474329363643725,0.0017637326483617868,8090204
2020-04-30,0.0010740858829415799,0.001765104688171982,0.0017781835885213226,0.0010680567894968708,0.0010740858829415799,1726543
2020-05-01,0.0006858006476103581,0.0010785954167097985,0.0010890432740118263,0.0006832992410476315,0.0006858006476103581,4226708
2020-05-04,0.00044136729289949054,0.0006846573020796162,0.0006883079624588623,0.00043992410791013814,0.00044136729289949054,9781195
2020-05-05,0.00028126282705695656,0.0004440754476546213,0.00044742312721363645,0.0002807716195662946,0.00028126282705695656,8598998
2020-05-06,0.00018151920428871466,0.0002835899741818754,0.0002854067672519225,0.00018004634604015744,0.00018151920428871466,2488351
2020-05-07,0.00011494190287744731,0.00018326555132819322,0.00018507122167811603,0.00011405854819818931,0.00011494190287744731,2521246
2020-05-08,7.52599817038516e-05,0.0001149964111341598,0.00011560355158025707,7.457541261337394e-05,7.52599817038516e-05,4071020
2020-05-11,4.644572201140191e-05,7.584549045144727e-05,7.622720061285703e-05,4.629682855934388e-05,4.644572201140191e-05,1626500
2020-05-12,2.9869020841554053e-05,4.657953480405605e-05,4.688884448910771e-05,2.9804780750275793e-05,2.9869020841554053e-05,1258915
2020-05-13,1.8821623205069874e-05,2.97887101934789e-05,2.9792241131001155e-05,1.8669006534223815e-05,1.8821623205069874e-05,5536639
2020-05-14,1.2327423631583225e-05,1.8832885921005916e-05,1.8901076123534814e-05,1.2225189678357118e-05,1.2327423631583225e-05,2730162
2020-05-15,7.67298591267531e-06,1.2372526842668097e-05,1.2455764075023414e-05,7.656209951254647e-06,7.67298591267531e-06,7509738
2020-05-18,4.9534766473826105e-06,7.702280205824465e-06,7.72515499053301e-06,4.936609085255978e-06,4.9534766473826105e-06,4478109
2020-05-19,3.1389955287200392e-06,4.9263940303340415e-06,4.947173299783194e-06,3.116688371962879e-06,3.1389955287200392e-06,4912762
2020-05-20,1.9616121951778675e-06,3.129397264444689e-06,3.1527365161265685e-06,1.958807309913615e-06,1.9616121951778675e-06,7954301
2020-05-21,1.3031573456545e-06,1.9422896932989275e-06,1.957569251536358e-06,1.3026688407735504e-06,1.3031573456545e-06,2672609
2020-05-22,8.477149786313214e-07,1.3105101488855924e-06,1.3119131373733018e-06,8.436222797791524e-07,8.477149786313214e-07,9184487
2020-05-25,5.174643037028652e-07,8.488457509208938e-07,8.54918338865963e-07,5.164342862419715e-07,5.174643037028652e-07,1828717
2020-05-26,3.278515156863615e-07,5.190589288912462e-07,5.224133097757023e-07,3.2708050522056406e-07,3.278515156863615e-07,1607396
2020-05-27,2.136098816982727e-07,3.262188960366074e-07,3.2904277800741414e-07,2.1182218758009757e-07,2.136098816982727e-07,5231938
2020-05-28,1.4362333097659206e-07,2.1343849131884836e-07,2.1349851298443165e-07,1.434063767335007e-07,1.4362333097659206e-07,2997539
2020-05-29,9.087651488691708e-08,1.4326407327888862e-07,1.4361842079437682e-07,9.077891598282799e-08,9.087651488691708e-08,2093551
2020-06-01,5.9433650551509964e-08,9.078392733832035e-08,9.081421919845729e-08,5.921967954353855e-08,5.9433650551509964e-08,7502931
2020-06-02,3.796228376425516e-08,5.9375165463921226e-08,5.9674818885106e-08,3.78685858941156e-08,3.796228376425516e-08,2814201
2020-06-03,2.4431111718044597e-08,3.7917686865568683e-08,3.793554817178082e-08,2.4289319982497238e-08,2.4431111718044597e-08,4672034
2020-06-04,1.549072675122152e-08,2.4429374646875078e-08,2.451452719795955e-08,1.533616658815706e-08,1.549072675122152e-08,1299391
2020-06-05,1.0139788713329713e-08,1.5543909110373886e-08,1.5667206839511344e-08,1.0118764321658089e-08,1.0139788713329713e-08,6002781
2020-06-08,6.282352511617873e-09,1.0137321795778525e-08,1.0147850372885874e-08,6.271037661559485e-09,6.282352511617873e-09,1574975
2020-06-09,3.833910907569674e-09,6.257470533654255e-09,6.317341765761161e-09,3.810357966661884e-09,3.833910907569674e-09,7701344
2020-06-10,2.3918112607128077e-09,3.827959570066771e-09,3.832849895398072e-09,2.3871860372862872e-09,2.3918112607128077e-09,2435465
2020-06-11,1.5768852375893767e-09,2.4123850666446183e-09,2.4143473266534493e-09,1.5631449515319089e-09,1.5768852375893767e-09,2906990
2020-06-12,1.0486154809659306e-09,1.5753034255934624e-09,1.5766048362528364e-09,1.0390400990549619e-09,1.0486154809659306e-09,9399932
2020-06-15,6.76994761407241e-10,1.0574356352424457e-09,1.0591970667210252e-09,6.752254224495918e-10,6.76994761407241e-10,4879889
2020-06-16,4.3192688924715374e-10,6.755085790324316e-10,6.760055543419894e-10,4.316455630077472e-10,4.3192688924715374e-10,1967591
2020-06-17,2.8034254304394233e-10,4.3002407452907717e-10,4.341095780270779e-10,2.783526741852867e-10,2.8034254304394233e-10,8848983
2020-06-18,1.7987915635184436e-10,2.79507108840485e-10,2.8005341259604956e-10,1.7954618368323792e-10,1.7987915635184436e-10,6638340
2020-06-19,1.114418655823308e-10,1.8143515072027452e-10,1.826976261261503e-10,1.1036308822162767e-10,1.114418655823308e-10,6404258
2020-06-22,7.140935347491859e-11,1.1282288170996623e-10,1.1327341269377564e-10,7.11202329611178e-11,7.140935347491859e-11,7966305
2020-06-23,4.442692721389147e-11,7.071168006175213e-11,7.111717612441915e-11,4.43750311518993e-11,4.442692721389147e-11,1711910
2020-06-24,2.8635484432323234e-11,4.431425740034042e-11,4.461438986222269e-11,2.8484439839882822e-11,2.8635484432323234e-11,2304941
2020-06-25,1.7726400296631953e-11,2.9017168928354205e-11,2.9165471762666164e-11,1.7638315327695154e-11,1.7726400296631953e-11,3858419
2020-06-26,1.1497942610412146e-11,1.784180987090087e-11,1.7860854784750912e-11,1.148544172059887e-11,1.1497942610412146e-11,3246762
2020-06-29,7.12837653034273e-12,1.1472758275945765e-11,1.1488777994567263e-11,7.078458544574075e-12,7.12837653034273e-12,3211701
2020-06-30,4.574377525306386e-12,7.185593206437333e-12,7.218171625787191e-12,4.5547659641266306e-12,4.574377525306386e-12,6024109
2020-07-01,2.840560926985961e-12,4.572731418966819e-12,4.593812657365895e-12,2.8333577981521883e-12,2.840560926985961e-12,9129549
2020-07-02,1.8185112013259741e-12,2.8376100141468936e-12,2.8485165226817844e-12,1.8004296381421654e-12,1.8185112013259741e-12,7723679
2020-07-03,1.2240487632092198e-12,1.820607028532602e-12,1.8334619791344136e-12,1.2122506327196111e-12,1.2240487632092198e-12,5825041
2020-07-06,7.838138394522636e-13,1.232752516913701e-12,1.2398866183155958e-12,7.828356407571394e-13,7.838138394522636e-13,9956516
2020-07-07,5.13437162575508e-13,7.867607758231433e-13,7.877356130526255e-13,5.094781090451622e-13,5.13437162575508e-13,6849396
2020-07-08,3.227979206545751e-13,5.158894986436325e-13,5.174260874062062e-13,3.197046401292566e-13,3.227979206545751e-13,1244161
2020-07-09,2.1312844715801611e-13,3.2316820512604325e-13,3.2433277692808604e-13,2.12562639931133e-13,2.1312844715801611e-13,4148521
2020-07-10,1.3923351464001057e-13,2.1431429145424177e-13,2.163604230197994e-13,1.3787123437553007e-13,1.3923351464001057e-13,2379053
2020-07-13,8.887144300018562e-14,1.392595149745928e-13,1.4044714224986041e-13,8.875930776099639e-14,8.887144300018562e-14,6956398
