,Open,High,Low,Close,Adj Close,Volume
2020-04-15,4025.8739537543165,4065.187618337475,4025.8739537543165,4040.68845881051,4040.68845881051,3504429391
2020-04-16,4009.0110611289642,4024.685831746161,3991.329560089998,4016.464357054938,4016.464357054938,3372637887
2020-04-17,4042.5675235837075,4064.1330517854008,4021.7369354033553,4048.3633666509,4048.3633666509,4296198963
2020-04-20,4030.571857055283,4050.1758434493277,4009.2106923606048,4044.7154285441893,4044.7154285441893,2085339895
2020-04-21,4042.6390890715775,4078.4174847248914,4022.775467362542,4053.4994581799724,4053.4994581799724,4856293954
2020-04-22,4040.198086496991,4080.7519415472984,4019.465252785414,4049.5050395103717,4049.5050395103717,2040981342
2020-04-23,4037.5737754413785,4078.4271006359386,4031.5596687173925,4038.5724866325027,4038.5724866325027,4858743383
2020-04-24,4028.7212708458514,4055.9678806569673,4009.242346958705,4036.519889207683,4036.519889207683,3834185630
2020-04-27,4033.583885804606,4056.5162105496856,4033.583885804606,4048.8152021196224,4048.8152021196224,4893977746
2020-04-28,4043.923806495972,4060.367204656977,4030.5415789676485,4047.1401431194795,4047.1401431194795,3733016634
2020-04-29,4029.4316100929695,4057.2730826391366,4022.585030101895,4041.662269521863,4041.662269521863,2250285175
2020-04-30,4021.746610679047,4063.801057458833,4015.2000526662023,4025.642023967725,4025.642023967725,4103083072
2020-05-01,3994.1832131399383,4014.2365405055084,3958.7210906910677,3997.999269544239,3997.999269544239,3867266213
2020-05-04,3929.909646694368,3952.8259861672464,3924.2062372735927,3949.619747499241,3949.619747499241,4469671108
2020-05-05,3933.739345287993,3962.8172744528665,3900.5929108605746,3935.7491398365,3935.7491398365,3664702498
2020-05-06,3874.2508521148648,3925.089924569681,3873.4305491554437,3886.4247822130833,3886.4247822130833,4884434290
2020-05-07,3841.8623989059292,3855.815251104371,3841.8623989059292,3855.075043306372,3855.075043306372,2787150894
2020-05-08,3850.178849920665,3883.890989618647,3821.5551692315803,3854.312337673585,3854.312337673585,3056462043
2020-05-11,3851.7628905655397,3883.005815872051,3850.014061263014,3867.264887735378,3867.264887735378,3892780109
2020-05-12,3847.548549942445,3874.9596788026743,3845.9303821524186,3852.291468360409,3852.291468360409,4736131720
2020-05-13,3834.9786282515342,3854.560255601259,3834.792369074923,3851.9205307848247,3851.9205307848247,3345391841
2020-05-14,3848.82976571943,3863.71127994477,3826.452749475435,3859.378023813937,3859.378023813937,2739898073
2020-05-15,3820.2494843884165,3849.0828503006237,3809.130867814077,3820.272106346714,3820.272106346714,4650500845
2020-05-18,3849.7666123839476,3874.44181707613,3820.3064625231896,3858.8270509490085,3858.8270509490085,3730938753
2020-05-19,3884.633451118682,3937.2493717948814,3884.633451118682,3903.617276264678,3903.617276264678,3981820102
2020-05-20,3865.0161920342457,3883.233493557716,3861.483933532526,3880.5755415006315,3880.5755415006315,2932254426
2020-05-21,3883.0317142632634,3895.802493739228,3854.8647368374027,3883.626352602022,3883.626352602022,4796557634
2020-05-22,3838.346317327299,3862.814202713279,3838.346317327299,3855.135612791882,3855.135612791882,2669203605
2020-05-25,3881.9503222057933,3897.892263496307,3850.047369422402,3886.8011732606465,3886.8011732606465,2768263316
2020-05-26,3882.226729687281,3925.85718562077,3864.2491299991752,3888.2528391223823,3888.2528391223823,3542517367
2020-05-27,3893.0712627160506,3903.9830872759962,3861.2177844753337,3897.602692751935,3897.602692751935,3767802189
2020-05-28,3879.5015901408046,3903.6435093585865,3879.5015901408046,3898.4704311705564,3898.4704311705564,4980158633
2020-05-29,3936.3022167745494,3986.278445955292,3915.962266550386,3947.037441285384,3947.037441285384,4276364558
2020-06-01,3948.4255064684403,3984.7270075715555,3948.4255064684403,3963.4210047757606,3963.4210047757606,4886145960
2020-06-02,3975.494999776423,3999.2112977532256,3960.23130052119,3985.8849541150366,3985.8849541150366,3950343652
2020-06-03,4050.0743805658008,4055.286004646319,4045.178492957772,4052.736441465507,4052.736441465507,2934449826
2020-06-04,4044.607634306524,4065.352179335488,4044.607634306524,4062.6282241968347,4062.6282241968347,2754672788
2020-06-05,4017.067199609044,4064.4861312054145,4017.067199609044,4032.201837405186,4032.201837405186,4010889058
2020-06-08,4061.813342550759,4100.479602444111,4061.813342550759,4071.9295373083605,4071.9295373083605,4698773483
2020-06-09,4094.6743377522007,4133.280318248238,4080.7219850707993,4095.812213179985,4095.812213179985,4209649068
2020-06-10,4101.78481424905,4110.536269770301,4082.383297959429,4105.321603510461,4105.321603510461,2342231539
2020-06-11,4120.616780465118,4138.463854312895,4097.9961466286595,4124.523133959709,4124.523133959709,2774113086
2020-06-12,4158.147551166199,4163.600923346752,4134.862723222188,4160.401534070838,4160.401534070838,4764522428
2020-06-15,4161.969709016557,4196.314669310057,4161.969709016557,4181.057091460051,4181.057091460051,3039515146
2020-06-16,4133.216303781552,4166.782078156274,4113.637284963599,4145.026833502968,4145.026833502968,4191566607
2020-06-17,4187.236781236516,4203.268999851905,4166.395703622918,4189.20360131555,4189.20360131555,2713059779
2020-06-18,4186.618943226933,4236.672638816762,4166.029055502281,4201.411312822164,4201.411312822164,2415423980
2020-06-19,4146.346858015909,4182.492213655977,4146.346858015909,4154.699504280526,4154.699504280526,2963471193
2020-06-22,4189.1509181010715,4221.217251696735,4153.8745512242385,4194.468099164185,4194.468099164185,4402355343
2020-06-23,4232.6285889675755,4271.499248253718,4232.6285889675755,4252.466675548428,4252.466675548428,3693545824
2020-06-24,4218.954125851722,4240.554231661683,4218.954125851722,4231.9566922576805,4231.9566922576805,3804245572
2020-06-25,4217.949717922943,4268.875020959504,4217.949717922943,4236.791907846869,4236.791907846869,3188038555
2020-06-26,4221.984309842424,4258.618455291975,4220.592832677118,4225.372368789373,4225.372368789373,3440498124
2020-06-29,4223.963640788144,4257.64452312535,4191.952848904728,4231.848538896712,4231.848538896712,3704246256
2020-06-30,4249.7212059857875,4285.900863981751,4230.247957536855,4263.980115171919,4263.980115171919,4631588684
2020-07-01,4151.040560873092,4167.494057571485,4151.040560873092,4167.093135892821,4167.093135892821,2842395606
2020-07-02,4103.048369879894,4147.78009418852,4096.730423644501,4114.859848382926,4114.859848382926,2052985974
2020-07-03,4136.797831462308,4155.701586698362,4124.2647795927105,4147.777512854822,4147.777512854822,4737103138
2020-07-06,4160.469835556937,4177.170032642915,4154.963627421922,4167.206122835434,4167.206122835434,2527954698
2020-07-07,4189.136703908161,4222.648803285462,4181.98377971151,4195.254090298833,4195.254090298833,2282749393
2020-07-08,4196.664025635095,4238.59820036464,4176.390988494256,4199.971461442188,4199.971461442188,4430230495
2020-07-09,4182.264078209704,4229.997453166978,4182.264078209704,4196.436580473586,4196.436580473586,3792502533
2020-07-10,4228.028892247524,4247.307896286145,4228.028892247524,4233.618559977527,4233.618559977527,2172317797
2020-07-13,4195.024052256097,4251.453644543072,4188.1181777908305,4209.857561899097,4209.857561899097,3209137004
2020-07-14,4245.064094927577,4256.668374900042,4230.430787502127,4256.417675428292,4256.417675428292,2939472795
2020-07-15,4233.854254542604,4244.713556010152,4233.246954579986,4237.153400583675,4237.153400583675,2877496779
2020-07-16,4266.373960153642,4293.0271317497345,4253.629665395815,4287.298214622715,4287.298214622715,4307314075
