,Close,Open,High,Low,Adj Close,Volume
2020-03-26,101.26530334603893,100.75897682930874,101.69311175405123,100.6636372812318,101.26530334603893,8400057
2020-03-27,76.85630849540895,101.7633336236905,102.3884103051198,76.6933943435617,76.85630849540895,1338597
2020-03-30,58.23073509789987,76.84811455931623,77.09842659654073,58.22816620907778,58.23073509789987,4698127
2020-03-31,43.85388289042163,58.20217840601581,58.45138164085068,43.67459525433766,43.85388289042163,2058855
2020-04-01,33.42180806943959,43.787763053089826,43.83964349244006,33.23453014730308,33.42180806943959,2472196
2020-04-02,24.815199790612112,33.30221185303053,33.58438485935734,24.7657118835539,24.815199790612112,9148721
2020-04-03,18.91659594027454,24.77861687083139,25.025082867921874,18.874190490869722,18.91659594027454,6558007
2020-04-06,14.265956610395103,18.874201517003286,18.88527630140871,14.127821906839005,14.265956610395103,6560433
2020-04-07,10.585807364991119,14.324800468015628,14.334410715550968,10.49342478328225,10.585807364991119,8888534
2020-04-08,8.094252990773649,10.525898812976648,10.601839184711269,8.046111178926836,8.094252990773649,1746996
2020-04-09,6.198595127430224,8.092732722221486,8.169241970582721,6.15263561093782,6.198595127430224,5186090
2020-04-10,4.709816082911203,6.143529459406642,6.186807704928555,4.663680390140404,4.709816082911203,2862513
2020-04-13,3.5777860022008148,4.720545457878183,4.739357102573353,3.5485252045884716,3.5777860022008148,5226319
2020-04-14,2.6953513366339066,3.581811569215767,3.6096087613244277,2.68487086738716,2.6953513366339066,7573044
2020-04-15,2.0225411890441585,2.6897604534625383,2.7021032231254383,2.0039164400419267,2.0225411890441585,1810872
2020-04-16,1.5662137795728701,2.0175116627286047,2.0222573466634888,1.5614193801302072,1.5662137795728701,4695271
2020-04-17,1.1995896318621573,1.5717038632395752,1.572473389245813,1.190188912012134,1.1995896318621573,3183546
2020-04-20,0.9103864994712637,1.195361910135443,1.1983904379437451,0.9094504955176753,0.9103864994712637,3216796
2020-04-21,0.6847146883277143,0.8997653502622014,0.9050041629096052,0.678222356815551,0.6847146883277143,2317170
2020-04-22,0.5083243087606554,0.6823025846000176,0.6874903207127092,0.5051360030131177,0.5083243087606554,5033739
2020-04-23,0.380745802977443,0.5071016243295857,0.5103506769945324,0.3783769454977826,0.380745802977443,8889816
2020-04-24,0.2866438069729422,0.37836469961738056,0.3807009715067235,0.28575845611448536,0.2866438069729422,3644396
2020-04-27,0.21848355818997323,0.28501628027736503,0.2861031272035677,0.21786269685199197,0.21848355818997323,4862027
2020-04-28,0.16552501912497125,0.21685959671245897,0.21689691546551743,0.16493565172018812,0.16552501912497125,2101810
2020-04-29,0.12549458423422108,0.1646538552230998,0.16483014002322616,0.12503729555761545,0.12549458423422108,4255321
2020-04-30,0.09569720147267617,0.1263756902199198,0.1274674309036402,0.09520573790514984,0.09569720147267617,7846244
2020-05-01,0.07487324609012072,0.09589871902208212,0.09669560245918872,0.07428735101033791,0.07487324609012072,9022325
2020-05-04,0.05712519609023999,0.07530401491080438,0.07584067531838634,0.05695403669325434,0.05712519609023999,6838479
2020-05-05,0.04321291119007653,0.05753284076656235,0.05789248550880244,0.04318417761182674,0.04321291119007653,9773042
2020-05-06,0.03250273679772104,0.043149352250216086,0.04329645055961326,0.03249466769397474,0.03250273679772104,8425245
2020-05-07,0.024735714044418218,0.0325446098861608,0.0327522295874427,0.024664094557902874,0.024735714044418218,1265876
