,Close,Open,High,Low,Adj Close,Volume
2020-03-26,98.95138753426743,98.45663059659609,99.00322330244722,98.05737727140375,98.95138753426743,8170302
2020-03-27,55.92495394450796,98.8816641756407,98.97132344525782,55.805977338827965,55.92495394450796,6742539
2020-03-30,30.73481577357188,56.12314532596407,56.20436527148407,30.508026872117682,30.73481577357188,3283160
2020-03-31,16.981050855558333,30.884297047178254,30.97839291703846,16.881146178546537,16.981050855558333,4760120
2020-04-01,9.93989314922661,16.907724058288697,17.013615981840392,9.93429724372086,9.93989314922661,1887559
2020-04-02,5.407361048699156,9.953396327154108,10.050676182582961,5.359062262000647,5.407361048699156,6348781
2020-04-03,3.125257704826111,5.413927971363204,5.4557599878031535,3.099873510556072,3.125257704826111,4656849
2020-04-06,1.804956642182323,3.1252621860563483,3.132180357811217,1.794339490190049,1.804956642182323,2894746
2020-04-07,0.976147957208996,1.804393955313909,1.8044812377074733,0.971769881540548,0.976147957208996,9708835
2020-04-08,0.5564358364791078,0.9788236722456942,0.9833900231666121,0.554847430719082,0.5564358364791078,3990817
2020-04-09,0.300394136620527,0.558012838436933,0.5613274596432681,0.29893401454025137,0.300394136620527,8079922
2020-04-10,0.16949708040379882,0.30097352008441,0.30348612230739264,0.168424137542337,0.16949708040379882,2483423
2020-04-13,0.08971393945568953,0.1686319452423463,0.1694830244181332,0.08899500757910607,0.08971393945568953,3689508
2020-04-14,0.04926942293905875,0.08970328120539672,0.08975699950427528,0.04914992741213252,0.04926942293905875,2983843
2020-04-15,0.026582451977606173,0.04901589177042279,0.049049070497092756,0.026513833935780086,0.026582451977606173,9359753
2020-04-16,0.015302541243597149,0.026705948431745397,0.026720293899847748,0.015228937808634394,0.015302541243597149,3684429
2020-04-17,0.008243283057412593,0.015301785304009,0.01532849950332231,0.008216773954637423,0.008243283057412593,9581257
2020-04-20,0.004669206544925863,0.008206695219848282,0.008227087374595045,0.004659870794634608,0.004669206544925863,8455174
2020-04-21,0.0026064307718184376,0.0046148431105305894,0.004638673658146326,0.002589998947580199,0.0026064307718184376,3268955
2020-04-22,0.001363691413618494,0.0025981849207814722,0.0026069687434623788,0.0013548796998052897,0.001363691413618494,7766127
2020-04-23,0.0007755183374570513,0.001374007719536373,0.0013859288450550884,0.0007749429540130408,0.0007755183374570513,1231701
2020-04-24,0.00042666812073599976,0.0007774852551367309,0.0007829653415860827,0.00042659344398758044,0.00042666812073599976,1918764
2020-04-27,0.00024828854051319973,0.00042785558078489597,0.0004314861831640994,0.0002467086763221599,0.00024828854051319973,2617597
2020-04-28,0.00014095580707441672,0.00024774209705413736,0.0002479894619691122,0.000140016993888013,0.00014095580707441672,5333753
2020-04-29,7.644834024841368e-05,0.00014041858937878515,0.00014129427722054964,7.615828751085348e-05,7.644834024841368e-05,9117965
2020-04-30,4.297799473775372e-05,7.613516656370445e-05,7.67914163913336e-05,4.266943584534409e-05,4.297799473775372e-05,5544076
2020-05-01,2.461174266085086e-05,4.3395997187072906e-05,4.343056466665587e-05,2.4420425707830945e-05,2.461174266085086e-05,7387363
2020-05-04,1.3817990121706127e-05,2.4571756330982946e-05,2.4617555563739583e-05,1.371749295340538e-05,1.3817990121706127e-05,2990558
2020-05-05,7.725736244821797e-06,1.3844090234913571e-05,1.3981795672462576e-05,7.65993865031015e-06,7.725736244821797e-06,7546763
2020-05-06,4.530957870872869e-06,7.746519402763067e-06,7.786549289081059e-06,4.494663063534184e-06,4.530957870872869e-06,7513064
2020-05-07,2.5750486644241033e-06,4.529441026493566e-06,4.534029647082346e-06,2.566776076694671e-06,2.5750486644241033e-06,6422915
2020-05-08,1.492213724809335e-06,2.5701053990017487e-06,2.5887124766198047e-06,1.4888270868163871e-06,1.492213724809335e-06,3712774
2020-05-11,8.356561013094857e-07,1.4911283843985723e-06,1.5021045813192298e-06,8.31717498905382e-07,8.356561013094857e-07,6421920
2020-05-12,4.7571431523375896e-07,8.355004255674313e-07,8.396983484348663e-07,4.741562870030862e-07,4.7571431523375896e-07,7029946
2020-05-13,2.562459888518452e-07,4.757772844540451e-07,4.763728999818039e-07,2.5429400976172907e-07,2.562459888518452e-07,6406215
2020-05-14,1.4380643104213225e-07,2.5788427536761e-07,2.6005411405820964e-07,1.4304242099765188e-07,1.4380643104213225e-07,2564949
2020-05-15,8.191176717854343e-08,1.4432611830887712e-07,1.4541878593731083e-07,8.131103291522784e-08,8.191176717854343e-08,1328479
2020-05-18,4.504544759760064e-08,8.147171504815985e-08,8.219886236396824e-08,4.464517449705818e-08,4.504544759760064e-08,2021230
2020-05-19,2.585500296324846e-08,4.51621271338642e-08,4.538499911225936e-08,2.56985796109619e-08,2.585500296324846e-08,3917594
2020-05-20,1.4231977508064314e-08,2.563503934078258e-08,2.5808566640253134e-08,1.4149755568318873e-08,1.4231977508064314e-08,2695226
2020-05-21,7.746145355717302e-09,1.4169057253960086e-08,1.4304546257270696e-08,7.693838556284971e-09,7.746145355717302e-09,7342910
2020-05-22,4.235286332120116e-09,7.6870298279721e-09,7.694642562762389e-09,4.23296213181608e-09,4.235286332120116e-09,1762492
2020-05-25,2.3833976817184572e-09,4.222296917180308e-09,4.23381246551083e-09,2.376569914148426e-09,2.3833976817184572e-09,3829827
2020-05-26,1.3588805312010241e-09,2.3898985111769717e-09,2.4112862860591735e-09,1.3506506259070882e-09,1.3588805312010241e-09,9587307
2020-05-27,7.675490866605755e-10,1.3557194977313275e-09,1.3638338624480185e-09,7.664441154072161e-10,7.675490866605755e-10,1433205
2020-05-28,4.167695528988485e-10,7.73180957426731e-10,7.801583351562845e-10,4.1430030446509106e-10,4.167695528988485e-10,6468674
2020-05-29,2.2954123062999e-10,4.161275796436237e-10,4.188994763512932e-10,2.283290460317781e-10,2.2954123062999e-10,3437373
2020-06-01,1.2775781327935097e-10,2.3038927276742083e-10,2.3075617396319417e-10,1.2669367966713834e-10,1.2775781327935097e-10,8232359
2020-06-02,6.969329131719942e-11,1.2727484667603156e-10,1.2851107425777855e-10,6.95577025297189e-11,6.969329131719942e-11,8784935
2020-06-03,3.9109184190044386e-11,7.024609823100254e-11,7.069386883055855e-11,3.8787502845086735e-11,3.9109184190044386e-11,1338251
2020-06-04,2.2412988251457296e-11,3.89478367575702e-11,3.9209546005986535e-11,2.2270058862614534e-11,2.2412988251457296e-11,6416779
2020-06-05,1.2286315866978463e-11,2.2434415035765144e-11,2.264538705127357e-11,1.2220367688519137e-11,1.2286315866978463e-11,6086491
2020-06-08,6.970648143772782e-12,1.2387392317088904e-11,1.2487285400282688e-11,6.96678166506052e-12,6.970648143772782e-12,6922433
2020-06-09,3.889589467927747e-12,7.021636786370618e-12,7.086112765700708e-12,3.8656352515210876e-12,3.889589467927747e-12,8767271
2020-06-10,2.1431315733074193e-12,3.885520049225586e-12,3.9205009094274625e-12,2.1420465963813847e-12,2.1431315733074193e-12,8984089
2020-06-11,1.2000151841724216e-12,2.1297074499620514e-12,2.1487561288715405e-12,1.1956895836733763e-12,1.2000151841724216e-12,1646805
2020-06-12,6.551166148194132e-13,1.2097150245588966e-12,1.2151543770274526e-12,6.49049417841091e-13,6.551166148194132e-13,3982727
2020-06-15,3.6929922144568115e-13,6.573078003035735e-13,6.59987044430465e-13,3.658283089337187e-13,3.6929922144568115e-13,6072801
2020-06-16,1.9813027419403512e-13,3.7090743130848654e-13,3.7204699503436294e-13,1.9668248525259092e-13,1.9813027419403512e-13,2881701
2020-06-17,1.1285198801692093e-13,1.966005761707508e-13,1.968729147684277e-13,1.1234591277780745e-13,1.1285198801692093e-13,9313861
2020-06-18,6.365914272343467e-14,1.1291724630516306e-13,1.137551049570804e-13,6.320755278934883e-14,6.365914272343467e-14,3023022
2020-06-19,3.40133191559376e-14,6.360632652916505e-14,6.410970619748328e-14,3.3707207707950977e-14,3.40133191559376e-14,5104941
2020-06-22,1.8702274216452274e-14,3.398262991804809e-14,3.406130150388584e-14,1.8560878168050583e-14,1.8702274216452274e-14,2379585
2020-06-23,1.0659032379916775e-14,1.867331688094034e-14,1.8683694031373623e-14,1.0572758822783866e-14,1.0659032379916775e-14,3059676
2020-06-24,5.860776796459425e-15,1.0512396982003891e-14,1.058499184875106e-14,5.842367961181433e-15,5.860776796459425e-15,1650076
2020-06-25,3.296703869954847e-15,5.8602095545421174e-15,5.900563479106916e-15,3.2934574824161785e-15,3.296703869954847e-15,9843954
2020-06-26,1.8751074820304474e-15,3.3033172785326078e-15,3.310925872353844e-15,1.8608162968413856e-15,1.8751074820304474e-15,5009927
2020-06-29,1.0290604460689447e-15,1.875098111110422e-15,1.875455803295455e-15,1.0277645766965076e-15,1.0290604460689447e-15,7294131
2020-06-30,5.553984667103039e-16,1.0237979179776884e-15,1.0272327750436451e-15,5.545929445290388e-16,5.553984667103039e-16,9643854
2020-07-01,3.000402935495212e-16,5.57280282680778e-16,5.597369015243499e-16,2.975337527315215e-16,3.000402935495212e-16,1843590
2020-07-02,1.6790282882289406e-16,2.979464085554626e-16,2.9850954186000846e-16,1.6756172644040096e-16,1.6790282882289406e-16,1614141
2020-07-03,9.029112930386909e-17,1.686996980105506e-16,1.6987655152729838e-16,8.982319502035092e-17,9.029112930386909e-17,8693836
2020-07-06,5.036502628022363e-17,9.09531376015885e-17,9.185701507661607e-17,5.013820467311217e-17,5.036502628022363e-17,5545360
2020-07-07,2.6929237330333703e-17,5.019768510735699e-17,5.0371859577735574e-17,2.6876260823278062e-17,2.6929237330333703e-17,4028465
2020-07-08,1.3667246577861747e-17,2.7282617925690493e-17,2.736400250718486e-17,1.3543511866317187e-17,1.3667246577861747e-17,6316521
2020-07-09,7.41631267289489e-18,1.3532031640477508e-17,1.3632275452791029e-17,7.387838643047694e-18,7.41631267289489e-18,6542831
2020-07-10,4.0475817463104875e-18,7.46302664977557e-18,7.530940667753114e-18,4.0219320778268945e-18,4.0475817463104875e-18,9669458
2020-07-13,2.2666744771947332e-18,4.0488251248100515e-18,4.074981176903471e-18,2.250826111436128e-18,2.2666744771947332e-18,7788436
2020-07-14,1.2646561276334262e-18,2.279471031279363e-18,2.2941416808535194e-18,1.2614285029159554e-18,1.2646561276334262e-18,1212498
2020-07-15,7.206193402843471e-19,1.2690694149954035e-18,1.2743212493095761e-18,7.170854653535333e-19,7.206193402843471e-19,1973183
2020-07-16,4.054750452203553e-19,7.247085028970929e-19,7.284617022166734e-19,4.0238014861210093e-19,4.054750452203553e-19,3344901
2020-07-17,2.283773851668333e-19,4.048265863022348e-19,4.088576814031921e-19,2.2758085561505038e-19,2.283773851668333e-19,5478837
2020-07-20,1.2756907007932525e-19,2.2833818339360936e-19,2.2885371383172444e-19,1.2657816613448055e-19,1.2756907007932525e-19,9801838
2020-07-21,7.229397439529895e-20,1.2893501080052117e-19,1.2998129193903476e-19,7.206422711301076e-20,7.229397439529895e-20,5119191
2020-07-22,4.33330486106969e-20,7.195946291018616e-20,7.242355501968001e-20,4.3257941774889244e-20,4.33330486106969e-20,1889634
2020-07-23,2.3695626852333054e-20,4.3493417589152186e-20,4.378417351641352e-20,2.3472915596460946e-20,2.3695626852333054e-20,2325836
2020-07-24,1.348645274693029e-20,2.3694898294041237e-20,2.372967706877073e-20,1.347194145170538e-20,1.348645274693029e-20,4868645
2020-07-27,7.505859121746731e-21,1.3469681508953187e-20,1.3476957333696578e-20,7.502613727847665e-21,7.505859121746731e-21,3824508
2020-07-28,4.2184471504989555e-21,7.496523145389653e-21,7.566915897200492e-21,4.197534409078958e-21,4.2184471504989555e-21,5964288
2020-07-29,2.4045860062319894e-21,4.196181070502326e-21,4.235473991713556e-21,2.3824354096644155e-21,2.4045860062319894e-21,4624358
2020-07-30,1.3042298823491425e-21,2.4097352924096024e-21,2.410966955350626e-21,1.2978857687103664e-21,1.3042298823491425e-21,1132226
2020-07-31,7.186641369204622e-22,1.3114259638028674e-21,1.3193132877025759e-21,7.165283733874492e-22,7.186641369204622e-22,9945441
2020-08-03,4.022582937487902e-22,7.189585814346289e-22,7.215174822625335e-22,4.0108542472038746e-22,4.022582937487902e-22,6520498
2020-08-04,2.2731958584613343e-22,4.003640976481823e-22,4.027546588163993e-22,2.2596687756314837e-22,2.2731958584613343e-22,9995375
2020-08-05,1.2145589231549931e-22,2.2763083927243676e-22,2.284286179105217e-22,1.2108158612281234e-22,1.2145589231549931e-22,4736965
2020-08-06,6.889594031873379e-23,1.2173699344325709e-22,1.2247690036130591e-22,6.837539563834617e-23,6.889594031873379e-23,5857831
2020-08-07,3.8471483095236224e-23,6.873603250077364e-23,6.934540822977901e-23,3.809693864875183e-23,3.8471483095236224e-23,1080405
2020-08-10,2.2073590364730427e-23,3.818633958644206e-23,3.8317305233903016e-23,2.201564365449472e-23,2.2073590364730427e-23,8619783
2020-08-11,1.1993219357421106e-23,2.2182821502486677e-23,2.2240540776050395e-23,1.1977932931159018e-23,1.1993219357421106e-23,9348886
2020-08-12,6.777995197039038e-24,1.1879728123754755e-23,1.1907331144717331e-23,6.772427696696634e-24,6.777995197039038e-24,7949821
2020-08-13,3.742834981557212e-24,6.724372684344669e-24,6.728084101065872e-24,3.7333198325521904e-24,3.742834981557212e-24,5089354
2020-08-14,2.0644301676479537e-24,3.75541137234752e-24,3.781351486859431e-24,2.05017785348746e-24,2.0644301676479537e-24,5127102
2020-08-17,1.1231426057067582e-24,2.048081738545997e-24,2.055774179976996e-24,1.1138163377720874e-24,1.1231426057067582e-24,4480004
2020-08-18,6.137386570381684e-25,1.1244469682690146e-24,1.1287415079286423e-24,6.124306376846102e-25,6.137386570381684e-25,8689492
2020-08-19,3.3844291336355206e-25,6.137299971715333e-25,6.166408303144837e-25,3.364303040192751e-25,3.3844291336355206e-25,2995086
2020-08-20,1.8554389206718202e-25,3.3891805209704716e-25,3.404292779420892e-25,1.8495844447343959e-25,1.8554389206718202e-25,3873510
2020-08-21,1.0664552690371705e-25,1.8527634444314978e-25,1.8656046241721332e-25,1.0587884543313842e-25,1.0664552690371705e-25,6881865
2020-08-24,6.001905232485249e-26,1.073014701919847e-25,1.0754843388179078e-25,5.942932464354026e-26,6.001905232485249e-26,4202527
2020-08-25,3.366623530283468e-26,6.024570831636925e-26,6.059415242757256e-26,3.3537559399807925e-26,3.366623530283468e-26,8568897
2020-08-26,1.8292634164823167e-26,3.366007092187442e-26,3.369452164026679e-26,1.8283798046267935e-26,1.8292634164823167e-26,5640694
2020-08-27,1.0228230723676053e-26,1.8300158524293922e-26,1.8339884643767237e-26,1.0186075504809936e-26,1.0228230723676053e-26,5992074
2020-08-28,5.614493667291454e-27,1.0213600977091153e-26,1.0229033766748707e-26,5.61379070440053e-27,5.614493667291454e-27,4521926
2020-08-31,3.313762491390723e-27,5.6450463064627145e-27,5.688741163822645e-27,3.3116111671945365e-27,3.313762491390723e-27,1449942
2020-09-01,1.901862031935946e-27,3.333743618672439e-27,3.3438666677340074e-27,1.8850471013721933e-27,1.901862031935946e-27,6219022
2020-09-02,1.0600273375740283e-27,1.8923302116941517e-27,1.906492268426427e-27,1.0512552418245928e-27,1.0600273375740283e-27,2218324
2020-09-03,5.983900042330347e-28,1.0538767748896502e-27,1.0637798876224241e-27,5.924632551205272e-28,5.983900042330347e-28,8465261
2020-09-04,3.3495895443799963e-28,5.9804231858247605e-28,6.030190899673646e-28,3.345942451852863e-28,3.3495895443799963e-28,2552010
